{'loss': 7.4971, 'grad_norm': 6.497195720672607, 'learning_rate': 1.9982222222222224e-05, 'epoch': 0.0}
{'loss': 2.48, 'grad_norm': 3.367910146713257, 'learning_rate': 1.4906666666666667e-05, 'epoch': 0.77}
{'loss': 2.4327, 'grad_norm': 2.5792694091796875, 'learning_rate': 1.4884444444444445e-05, 'epoch': 0.77}
{'loss': 2.4421, 'grad_norm': 1.8723759651184082, 'learning_rate': 1.4862222222222223e-05, 'epoch': 0.77}
{'loss': 2.4391, 'grad_norm': 2.212461471557617, 'learning_rate': 1.4840000000000002e-05, 'epoch': 0.78}
{'loss': 2.4165, 'grad_norm': 2.1516354084014893, 'learning_rate': 1.481777777777778e-05, 'epoch': 0.78}
{'loss': 2.4567, 'grad_norm': 1.983283519744873, 'learning_rate': 1.4795555555555557e-05, 'epoch': 0.78}
{'loss': 2.4296, 'grad_norm': 2.665208339691162, 'learning_rate': 1.4773333333333335e-05, 'epoch': 0.79}
{'loss': 2.4534, 'grad_norm': 3.0838842391967773, 'learning_rate': 1.4751111111111112e-05, 'epoch': 0.79}
{'loss': 2.4603, 'grad_norm': 2.989835262298584, 'learning_rate': 1.472888888888889e-05, 'epoch': 0.79}
{'loss': 2.4259, 'grad_norm': 2.493736982345581, 'learning_rate': 1.4706666666666668e-05, 'epoch': 0.8}
{'loss': 2.5042, 'grad_norm': 1.762052059173584, 'learning_rate': 1.4684444444444445e-05, 'epoch': 0.8}
{'loss': 2.4203, 'grad_norm': 1.7053641080856323, 'learning_rate': 1.4662222222222225e-05, 'epoch': 0.8}
{'loss': 2.4548, 'grad_norm': 3.1370859146118164, 'learning_rate': 1.464e-05, 'epoch': 0.81}
{'loss': 2.4845, 'grad_norm': 2.669591188430786, 'learning_rate': 1.461777777777778e-05, 'epoch': 0.81}
{'loss': 2.4921, 'grad_norm': 2.843860387802124, 'learning_rate': 1.4595555555555556e-05, 'epoch': 0.81}
{'loss': 2.4788, 'grad_norm': 2.9216580390930176, 'learning_rate': 1.4573333333333335e-05, 'epoch': 0.82}
{'loss': 2.5023, 'grad_norm': 2.5290920734405518, 'learning_rate': 1.4551111111111111e-05, 'epoch': 0.82}
{'loss': 2.4499, 'grad_norm': 2.243051290512085, 'learning_rate': 1.452888888888889e-05, 'epoch': 0.82}
{'loss': 2.4156, 'grad_norm': 2.684307813644409, 'learning_rate': 1.450666666666667e-05, 'epoch': 0.83}
{'loss': 2.4734, 'grad_norm': 2.4750561714172363, 'learning_rate': 1.4484444444444445e-05, 'epoch': 0.83}
{'loss': 2.3179, 'grad_norm': 2.9048173427581787, 'learning_rate': 1.4462222222222225e-05, 'epoch': 0.83}
{'loss': 2.5112, 'grad_norm': 2.3049798011779785, 'learning_rate': 1.444e-05, 'epoch': 0.84}
{'loss': 2.4426, 'grad_norm': 2.463284492492676, 'learning_rate': 1.441777777777778e-05, 'epoch': 0.84}
{'loss': 2.412, 'grad_norm': 2.5503602027893066, 'learning_rate': 1.4395555555555556e-05, 'epoch': 0.84}
{'loss': 2.4379, 'grad_norm': 1.9967585802078247, 'learning_rate': 1.4373333333333335e-05, 'epoch': 0.85}
{'loss': 2.5126, 'grad_norm': 9.810219764709473, 'learning_rate': 1.4351111111111111e-05, 'epoch': 0.85}
{'loss': 2.483, 'grad_norm': 2.5094282627105713, 'learning_rate': 1.432888888888889e-05, 'epoch': 0.85}
{'loss': 2.4515, 'grad_norm': 2.9959919452667236, 'learning_rate': 1.4306666666666668e-05, 'epoch': 0.86}
{'loss': 2.4214, 'grad_norm': 2.478523015975952, 'learning_rate': 1.4284444444444446e-05, 'epoch': 0.86}
{'loss': 2.4254, 'grad_norm': 3.2002201080322266, 'learning_rate': 1.4262222222222223e-05, 'epoch': 0.86}
{'loss': 2.4004, 'grad_norm': 2.2429192066192627, 'learning_rate': 1.4240000000000001e-05, 'epoch': 0.87}
{'loss': 2.4535, 'grad_norm': 2.249398946762085, 'learning_rate': 1.4217777777777778e-05, 'epoch': 0.87}
{'loss': 2.5218, 'grad_norm': 2.381483793258667, 'learning_rate': 1.4195555555555556e-05, 'epoch': 0.87}
{'loss': 2.4645, 'grad_norm': 3.3199236392974854, 'learning_rate': 1.4173333333333334e-05, 'epoch': 0.88}
{'loss': 2.4613, 'grad_norm': 2.63808536529541, 'learning_rate': 1.4151111111111113e-05, 'epoch': 0.88}
{'loss': 2.4206, 'grad_norm': 1.9904017448425293, 'learning_rate': 1.4128888888888889e-05, 'epoch': 0.88}
{'loss': 2.4733, 'grad_norm': 3.1074984073638916, 'learning_rate': 1.4106666666666668e-05, 'epoch': 0.89}
{'loss': 2.4756, 'grad_norm': 3.6508677005767822, 'learning_rate': 1.4084444444444446e-05, 'epoch': 0.89}
{'loss': 2.4185, 'grad_norm': 3.4962947368621826, 'learning_rate': 1.4062222222222223e-05, 'epoch': 0.89}
{'loss': 2.4849, 'grad_norm': 1.6185027360916138, 'learning_rate': 1.4040000000000001e-05, 'epoch': 0.9}
{'loss': 2.4218, 'grad_norm': 3.684422492980957, 'learning_rate': 1.4017777777777779e-05, 'epoch': 0.9}
{'loss': 2.4974, 'grad_norm': 2.6645216941833496, 'learning_rate': 1.3995555555555558e-05, 'epoch': 0.9}
{'loss': 2.4105, 'grad_norm': 3.4612889289855957, 'learning_rate': 1.3973333333333334e-05, 'epoch': 0.91}
{'loss': 2.3826, 'grad_norm': 2.1814022064208984, 'learning_rate': 1.3951111111111113e-05, 'epoch': 0.91}
{'loss': 2.4675, 'grad_norm': 2.5754992961883545, 'learning_rate': 1.392888888888889e-05, 'epoch': 0.91}
{'loss': 2.4796, 'grad_norm': 2.2135486602783203, 'learning_rate': 1.3906666666666668e-05, 'epoch': 0.92}
{'loss': 2.51, 'grad_norm': 2.35739803314209, 'learning_rate': 1.3884444444444444e-05, 'epoch': 0.92}
{'loss': 2.4253, 'grad_norm': 2.809316635131836, 'learning_rate': 1.3862222222222224e-05, 'epoch': 0.92}
{'loss': 2.5185, 'grad_norm': 2.799283027648926, 'learning_rate': 1.384e-05, 'epoch': 0.93}
{'loss': 2.3961, 'grad_norm': 3.1700620651245117, 'learning_rate': 1.3817777777777779e-05, 'epoch': 0.93}
{'loss': 2.452, 'grad_norm': 3.5352420806884766, 'learning_rate': 1.3795555555555558e-05, 'epoch': 0.93}
{'loss': 2.4472, 'grad_norm': 2.6965582370758057, 'learning_rate': 1.3773333333333334e-05, 'epoch': 0.94}
{'loss': 2.4179, 'grad_norm': 2.5158228874206543, 'learning_rate': 1.3751111111111113e-05, 'epoch': 0.94}
{'loss': 2.4404, 'grad_norm': 1.8853939771652222, 'learning_rate': 1.372888888888889e-05, 'epoch': 0.94}
{'loss': 2.4003, 'grad_norm': 2.17673659324646, 'learning_rate': 1.3706666666666669e-05, 'epoch': 0.95}
{'loss': 2.4108, 'grad_norm': 2.3187150955200195, 'learning_rate': 1.3684444444444445e-05, 'epoch': 0.95}
{'loss': 2.4708, 'grad_norm': 2.3202128410339355, 'learning_rate': 1.3662222222222224e-05, 'epoch': 0.95}
{'loss': 2.447, 'grad_norm': 2.396749496459961, 'learning_rate': 1.3640000000000002e-05, 'epoch': 0.96}
{'loss': 2.4683, 'grad_norm': 2.6233115196228027, 'learning_rate': 1.361777777777778e-05, 'epoch': 0.96}
{'loss': 2.427, 'grad_norm': 2.090165376663208, 'learning_rate': 1.3595555555555557e-05, 'epoch': 0.96}
{'loss': 2.4074, 'grad_norm': 2.994426727294922, 'learning_rate': 1.3573333333333334e-05, 'epoch': 0.97}
{'loss': 2.4902, 'grad_norm': 2.898653268814087, 'learning_rate': 1.3551111111111112e-05, 'epoch': 0.97}
{'loss': 2.4401, 'grad_norm': 2.0329177379608154, 'learning_rate': 1.352888888888889e-05, 'epoch': 0.97}
{'loss': 2.4113, 'grad_norm': 3.865048885345459, 'learning_rate': 1.3506666666666667e-05, 'epoch': 0.98}
{'loss': 2.4783, 'grad_norm': 1.922378420829773, 'learning_rate': 1.3484444444444445e-05, 'epoch': 0.98}
{'loss': 2.4325, 'grad_norm': 2.4770634174346924, 'learning_rate': 1.3462222222222222e-05, 'epoch': 0.98}
{'loss': 2.4056, 'grad_norm': 2.720548152923584, 'learning_rate': 1.3440000000000002e-05, 'epoch': 0.99}
{'loss': 2.391, 'grad_norm': 2.236130952835083, 'learning_rate': 1.3417777777777778e-05, 'epoch': 0.99}
{'loss': 2.4018, 'grad_norm': 2.6929268836975098, 'learning_rate': 1.3395555555555557e-05, 'epoch': 0.99}
{'loss': 2.4426, 'grad_norm': 1.9636846780776978, 'learning_rate': 1.3373333333333333e-05, 'epoch': 1.0}
{'loss': 2.4184, 'grad_norm': 2.808288335800171, 'learning_rate': 1.3351111111111112e-05, 'epoch': 1.0}
{'loss': 2.4257, 'grad_norm': 2.5441958904266357, 'learning_rate': 1.332888888888889e-05, 'epoch': 1.0}
{'loss': 2.4659, 'grad_norm': 4.013177394866943, 'learning_rate': 1.3306666666666667e-05, 'epoch': 1.01}
{'loss': 2.482, 'grad_norm': 2.998074531555176, 'learning_rate': 1.3284444444444447e-05, 'epoch': 1.01}
{'loss': 2.4288, 'grad_norm': 2.3906266689300537, 'learning_rate': 1.3262222222222223e-05, 'epoch': 1.01}
{'loss': 2.4302, 'grad_norm': 1.7278419733047485, 'learning_rate': 1.3240000000000002e-05, 'epoch': 1.02}
{'loss': 2.4118, 'grad_norm': 2.349745512008667, 'learning_rate': 1.3217777777777778e-05, 'epoch': 1.02}
{'loss': 2.423, 'grad_norm': 2.8226253986358643, 'learning_rate': 1.3195555555555557e-05, 'epoch': 1.02}
{'loss': 2.461, 'grad_norm': 3.2659902572631836, 'learning_rate': 1.3173333333333333e-05, 'epoch': 1.03}
{'loss': 2.4698, 'grad_norm': 3.851314067840576, 'learning_rate': 1.3151111111111112e-05, 'epoch': 1.03}
{'loss': 2.4898, 'grad_norm': 3.7228221893310547, 'learning_rate': 1.3128888888888892e-05, 'epoch': 1.03}
{'loss': 2.5098, 'grad_norm': 3.307887077331543, 'learning_rate': 1.3106666666666668e-05, 'epoch': 1.04}
{'loss': 2.4801, 'grad_norm': 1.9818947315216064, 'learning_rate': 1.3084444444444447e-05, 'epoch': 1.04}
{'loss': 2.4487, 'grad_norm': 2.1391398906707764, 'learning_rate': 1.3062222222222223e-05, 'epoch': 1.04}
{'loss': 2.4527, 'grad_norm': 6.731066703796387, 'learning_rate': 1.3040000000000002e-05, 'epoch': 1.05}
{'loss': 2.4541, 'grad_norm': 1.7528165578842163, 'learning_rate': 1.3017777777777778e-05, 'epoch': 1.05}
{'loss': 2.4707, 'grad_norm': 3.5200276374816895, 'learning_rate': 1.2995555555555557e-05, 'epoch': 1.05}
{'loss': 2.4273, 'grad_norm': 2.414848566055298, 'learning_rate': 1.2973333333333333e-05, 'epoch': 1.06}
{'loss': 2.4375, 'grad_norm': 2.739650011062622, 'learning_rate': 1.2951111111111113e-05, 'epoch': 1.06}
{'loss': 2.4996, 'grad_norm': 4.035611152648926, 'learning_rate': 1.292888888888889e-05, 'epoch': 1.06}
{'loss': 2.325, 'grad_norm': 6.0517144203186035, 'learning_rate': 1.2906666666666668e-05, 'epoch': 1.07}
{'loss': 2.4024, 'grad_norm': 2.497434139251709, 'learning_rate': 1.2884444444444446e-05, 'epoch': 1.07}
{'loss': 2.4185, 'grad_norm': 2.0132744312286377, 'learning_rate': 1.2862222222222223e-05, 'epoch': 1.07}
{'loss': 2.4663, 'grad_norm': 3.303307294845581, 'learning_rate': 1.284e-05, 'epoch': 1.08}
{'loss': 2.3918, 'grad_norm': 3.294532060623169, 'learning_rate': 1.2817777777777778e-05, 'epoch': 1.08}
{'loss': 2.4479, 'grad_norm': 2.0345609188079834, 'learning_rate': 1.2795555555555556e-05, 'epoch': 1.08}
{'loss': 2.4201, 'grad_norm': 3.227546215057373, 'learning_rate': 1.2773333333333335e-05, 'epoch': 1.09}
{'loss': 2.5585, 'grad_norm': 2.1346445083618164, 'learning_rate': 1.2751111111111111e-05, 'epoch': 1.09}
{'loss': 2.4525, 'grad_norm': 3.1208248138427734, 'learning_rate': 1.272888888888889e-05, 'epoch': 1.09}
{'loss': 2.4551, 'grad_norm': 4.07342004776001, 'learning_rate': 1.2706666666666666e-05, 'epoch': 1.1}
{'loss': 2.4234, 'grad_norm': 2.2928807735443115, 'learning_rate': 1.2684444444444446e-05, 'epoch': 1.1}
{'loss': 2.414, 'grad_norm': 4.895853042602539, 'learning_rate': 1.2662222222222222e-05, 'epoch': 1.1}
{'loss': 2.4559, 'grad_norm': 3.385464906692505, 'learning_rate': 1.2640000000000001e-05, 'epoch': 1.11}
{'loss': 2.4229, 'grad_norm': 3.2606987953186035, 'learning_rate': 1.261777777777778e-05, 'epoch': 1.11}
{'loss': 2.5036, 'grad_norm': 2.529670476913452, 'learning_rate': 1.2595555555555556e-05, 'epoch': 1.11}
{'loss': 2.3839, 'grad_norm': 5.603798866271973, 'learning_rate': 1.2573333333333335e-05, 'epoch': 1.12}
{'loss': 2.4236, 'grad_norm': 3.225757360458374, 'learning_rate': 1.2551111111111111e-05, 'epoch': 1.12}
{'loss': 2.4874, 'grad_norm': 2.2762982845306396, 'learning_rate': 1.252888888888889e-05, 'epoch': 1.12}
{'loss': 2.4385, 'grad_norm': 4.885865211486816, 'learning_rate': 1.2506666666666667e-05, 'epoch': 1.13}
{'loss': 2.3922, 'grad_norm': 1.9240306615829468, 'learning_rate': 1.2484444444444446e-05, 'epoch': 1.13}
{'loss': 2.4457, 'grad_norm': 2.332390785217285, 'learning_rate': 1.2462222222222222e-05, 'epoch': 1.13}
{'loss': 2.45, 'grad_norm': 5.134983062744141, 'learning_rate': 1.2440000000000001e-05, 'epoch': 1.14}
{'loss': 2.4369, 'grad_norm': 2.4550366401672363, 'learning_rate': 1.241777777777778e-05, 'epoch': 1.14}
{'loss': 2.4358, 'grad_norm': 3.613569498062134, 'learning_rate': 1.2395555555555556e-05, 'epoch': 1.14}
{'loss': 2.4674, 'grad_norm': 2.586775302886963, 'learning_rate': 1.2373333333333336e-05, 'epoch': 1.15}
{'loss': 2.4488, 'grad_norm': 2.022082567214966, 'learning_rate': 1.2351111111111112e-05, 'epoch': 1.15}
{'loss': 2.4339, 'grad_norm': 3.577287197113037, 'learning_rate': 1.2328888888888891e-05, 'epoch': 1.15}
{'loss': 2.3511, 'grad_norm': 2.5860774517059326, 'learning_rate': 1.2306666666666667e-05, 'epoch': 1.16}
{'loss': 2.4288, 'grad_norm': 2.2012839317321777, 'learning_rate': 1.2284444444444446e-05, 'epoch': 1.16}
{'loss': 2.503, 'grad_norm': 2.7011332511901855, 'learning_rate': 1.2262222222222224e-05, 'epoch': 1.16}
{'loss': 2.4161, 'grad_norm': 3.483567953109741, 'learning_rate': 1.2240000000000001e-05, 'epoch': 1.17}
{'loss': 2.4257, 'grad_norm': 2.4589407444000244, 'learning_rate': 1.2217777777777779e-05, 'epoch': 1.17}
{'loss': 2.5071, 'grad_norm': 2.2300283908843994, 'learning_rate': 1.2195555555555557e-05, 'epoch': 1.17}
{'loss': 2.4606, 'grad_norm': 2.27724027633667, 'learning_rate': 1.2173333333333334e-05, 'epoch': 1.18}
{'loss': 2.4106, 'grad_norm': 2.4052393436431885, 'learning_rate': 1.2151111111111112e-05, 'epoch': 1.18}
{'loss': 2.4075, 'grad_norm': 3.3821003437042236, 'learning_rate': 1.212888888888889e-05, 'epoch': 1.18}
{'loss': 2.4086, 'grad_norm': 3.0470099449157715, 'learning_rate': 1.2106666666666667e-05, 'epoch': 1.19}
{'loss': 2.4146, 'grad_norm': 1.977408528327942, 'learning_rate': 1.2084444444444445e-05, 'epoch': 1.19}
{'loss': 2.4427, 'grad_norm': 1.9758871793746948, 'learning_rate': 1.2062222222222224e-05, 'epoch': 1.19}
{'loss': 2.4967, 'grad_norm': 2.5786123275756836, 'learning_rate': 1.204e-05, 'epoch': 1.2}
{'loss': 2.4369, 'grad_norm': 3.2447848320007324, 'learning_rate': 1.201777777777778e-05, 'epoch': 1.2}
{'loss': 2.3855, 'grad_norm': 3.0167236328125, 'learning_rate': 1.1995555555555555e-05, 'epoch': 1.2}
{'loss': 2.4963, 'grad_norm': 3.1194024085998535, 'learning_rate': 1.1973333333333334e-05, 'epoch': 1.21}
{'loss': 2.4126, 'grad_norm': 1.9818801879882812, 'learning_rate': 1.195111111111111e-05, 'epoch': 1.21}
{'loss': 2.5375, 'grad_norm': 1.960998773574829, 'learning_rate': 1.192888888888889e-05, 'epoch': 1.21}
{'loss': 2.4469, 'grad_norm': 2.768528699874878, 'learning_rate': 1.1906666666666669e-05, 'epoch': 1.22}
{'loss': 2.4291, 'grad_norm': 3.383082628250122, 'learning_rate': 1.1884444444444445e-05, 'epoch': 1.22}
{'loss': 2.4074, 'grad_norm': 3.2821743488311768, 'learning_rate': 1.1862222222222224e-05, 'epoch': 1.22}
{'loss': 2.4748, 'grad_norm': 2.5423519611358643, 'learning_rate': 1.184e-05, 'epoch': 1.23}
{'loss': 2.4509, 'grad_norm': 3.2679789066314697, 'learning_rate': 1.181777777777778e-05, 'epoch': 1.23}
{'loss': 2.4812, 'grad_norm': 3.5456957817077637, 'learning_rate': 1.1795555555555555e-05, 'epoch': 1.23}
{'loss': 2.3955, 'grad_norm': 2.469647169113159, 'learning_rate': 1.1773333333333335e-05, 'epoch': 1.24}
{'loss': 2.481, 'grad_norm': 3.4217467308044434, 'learning_rate': 1.1751111111111112e-05, 'epoch': 1.24}
{'loss': 2.4898, 'grad_norm': 2.128340005874634, 'learning_rate': 1.172888888888889e-05, 'epoch': 1.24}
{'loss': 2.4285, 'grad_norm': 2.6381523609161377, 'learning_rate': 1.170666666666667e-05, 'epoch': 1.25}
{'loss': 2.4543, 'grad_norm': 2.8304638862609863, 'learning_rate': 1.1684444444444445e-05, 'epoch': 1.25}
{'loss': 2.4335, 'grad_norm': 3.451162338256836, 'learning_rate': 1.1662222222222224e-05, 'epoch': 1.25}
{'loss': 2.4512, 'grad_norm': 4.854659557342529, 'learning_rate': 1.164e-05, 'epoch': 1.26}
{'loss': 2.4605, 'grad_norm': 2.8291196823120117, 'learning_rate': 1.161777777777778e-05, 'epoch': 1.26}
{'loss': 2.442, 'grad_norm': 1.9927693605422974, 'learning_rate': 1.1595555555555556e-05, 'epoch': 1.26}
{'loss': 2.4642, 'grad_norm': 1.848319411277771, 'learning_rate': 1.1573333333333335e-05, 'epoch': 1.27}
{'loss': 2.4447, 'grad_norm': 2.856041431427002, 'learning_rate': 1.1551111111111113e-05, 'epoch': 1.27}
{'loss': 2.4276, 'grad_norm': 2.459872245788574, 'learning_rate': 1.152888888888889e-05, 'epoch': 1.27}
{'loss': 2.4454, 'grad_norm': 3.4800963401794434, 'learning_rate': 1.1506666666666668e-05, 'epoch': 1.28}
{'loss': 2.4203, 'grad_norm': 1.9033863544464111, 'learning_rate': 1.1484444444444445e-05, 'epoch': 1.28}
{'loss': 2.4224, 'grad_norm': 2.628577470779419, 'learning_rate': 1.1462222222222223e-05, 'epoch': 1.28}
{'loss': 2.4578, 'grad_norm': 3.444309711456299, 'learning_rate': 1.144e-05, 'epoch': 1.29}
{'loss': 2.4834, 'grad_norm': 3.630783796310425, 'learning_rate': 1.1417777777777778e-05, 'epoch': 1.29}
{'loss': 2.3904, 'grad_norm': 1.9456369876861572, 'learning_rate': 1.1395555555555558e-05, 'epoch': 1.29}
{'loss': 2.4716, 'grad_norm': 2.5525059700012207, 'learning_rate': 1.1373333333333333e-05, 'epoch': 1.3}
{'loss': 2.4313, 'grad_norm': 3.4583640098571777, 'learning_rate': 1.1351111111111113e-05, 'epoch': 1.3}
{'loss': 2.4362, 'grad_norm': 2.4814562797546387, 'learning_rate': 1.1328888888888889e-05, 'epoch': 1.3}
{'loss': 2.4803, 'grad_norm': 1.9039674997329712, 'learning_rate': 1.1306666666666668e-05, 'epoch': 1.31}
{'loss': 2.3989, 'grad_norm': 3.152641773223877, 'learning_rate': 1.1284444444444444e-05, 'epoch': 1.31}
{'loss': 2.381, 'grad_norm': 3.183305025100708, 'learning_rate': 1.1262222222222223e-05, 'epoch': 1.31}
{'loss': 2.41, 'grad_norm': 3.627502918243408, 'learning_rate': 1.1240000000000002e-05, 'epoch': 1.32}
{'loss': 2.4457, 'grad_norm': 2.1537678241729736, 'learning_rate': 1.1217777777777778e-05, 'epoch': 1.32}
{'loss': 2.4212, 'grad_norm': 2.9385344982147217, 'learning_rate': 1.1195555555555558e-05, 'epoch': 1.32}
{'loss': 2.4984, 'grad_norm': 5.141707897186279, 'learning_rate': 1.1173333333333334e-05, 'epoch': 1.33}
{'loss': 2.4616, 'grad_norm': 2.9669506549835205, 'learning_rate': 1.1151111111111113e-05, 'epoch': 1.33}
{'loss': 2.5048, 'grad_norm': 4.402217388153076, 'learning_rate': 1.1128888888888889e-05, 'epoch': 1.33}
{'loss': 2.3868, 'grad_norm': 1.8839657306671143, 'learning_rate': 1.1106666666666668e-05, 'epoch': 1.34}
{'loss': 2.4545, 'grad_norm': 3.038856267929077, 'learning_rate': 1.1084444444444444e-05, 'epoch': 1.34}
{'loss': 2.3844, 'grad_norm': 112.54356384277344, 'learning_rate': 1.1062222222222223e-05, 'epoch': 1.34}
{'loss': 2.4902, 'grad_norm': 2.7718656063079834, 'learning_rate': 1.1040000000000001e-05, 'epoch': 1.35}
{'loss': 2.4126, 'grad_norm': 2.6344339847564697, 'learning_rate': 1.1017777777777779e-05, 'epoch': 1.35}
{'loss': 2.4447, 'grad_norm': 3.1964709758758545, 'learning_rate': 1.0995555555555556e-05, 'epoch': 1.35}
{'loss': 2.4407, 'grad_norm': 3.4248688220977783, 'learning_rate': 1.0973333333333334e-05, 'epoch': 1.36}
{'loss': 2.4726, 'grad_norm': 3.332218885421753, 'learning_rate': 1.0951111111111113e-05, 'epoch': 1.36}
{'loss': 2.41, 'grad_norm': 2.370429754257202, 'learning_rate': 1.0928888888888889e-05, 'epoch': 1.36}
{'loss': 2.4886, 'grad_norm': 3.3670432567596436, 'learning_rate': 1.0906666666666668e-05, 'epoch': 1.37}
{'loss': 2.4348, 'grad_norm': 5.043736457824707, 'learning_rate': 1.0884444444444446e-05, 'epoch': 1.37}
{'loss': 2.4153, 'grad_norm': 3.0913562774658203, 'learning_rate': 1.0862222222222224e-05, 'epoch': 1.37}
{'loss': 2.4553, 'grad_norm': 3.3451900482177734, 'learning_rate': 1.0840000000000001e-05, 'epoch': 1.38}
{'loss': 2.4449, 'grad_norm': 3.133280038833618, 'learning_rate': 1.0817777777777779e-05, 'epoch': 1.38}
{'loss': 2.4507, 'grad_norm': 2.4279420375823975, 'learning_rate': 1.0795555555555556e-05, 'epoch': 1.38}
{'loss': 2.4804, 'grad_norm': 2.554868698120117, 'learning_rate': 1.0773333333333334e-05, 'epoch': 1.39}
{'loss': 2.4238, 'grad_norm': 2.3054916858673096, 'learning_rate': 1.0751111111111112e-05, 'epoch': 1.39}
{'loss': 2.4226, 'grad_norm': 3.026545524597168, 'learning_rate': 1.072888888888889e-05, 'epoch': 1.39}
{'loss': 2.3899, 'grad_norm': 3.3087148666381836, 'learning_rate': 1.0706666666666667e-05, 'epoch': 1.4}
{'loss': 2.3386, 'grad_norm': 3.826106548309326, 'learning_rate': 1.0684444444444446e-05, 'epoch': 1.4}
{'loss': 2.4446, 'grad_norm': 2.05761456489563, 'learning_rate': 1.0662222222222222e-05, 'epoch': 1.4}
{'loss': 2.4066, 'grad_norm': 3.1435766220092773, 'learning_rate': 1.0640000000000001e-05, 'epoch': 1.41}
{'loss': 2.3921, 'grad_norm': 2.2398900985717773, 'learning_rate': 1.0617777777777777e-05, 'epoch': 1.41}
{'loss': 2.4277, 'grad_norm': 3.242050886154175, 'learning_rate': 1.0595555555555557e-05, 'epoch': 1.41}
{'loss': 2.4036, 'grad_norm': 1.987484097480774, 'learning_rate': 1.0573333333333333e-05, 'epoch': 1.42}
{'loss': 2.498, 'grad_norm': 3.309828519821167, 'learning_rate': 1.0551111111111112e-05, 'epoch': 1.42}
{'loss': 2.4544, 'grad_norm': 3.0460238456726074, 'learning_rate': 1.0528888888888891e-05, 'epoch': 1.42}
{'loss': 2.4158, 'grad_norm': 3.275831699371338, 'learning_rate': 1.0506666666666667e-05, 'epoch': 1.43}
{'loss': 2.4113, 'grad_norm': 2.4502711296081543, 'learning_rate': 1.0484444444444446e-05, 'epoch': 1.43}
{'loss': 2.3415, 'grad_norm': 2.3131415843963623, 'learning_rate': 1.0462222222222222e-05, 'epoch': 1.43}
{'loss': 2.427, 'grad_norm': 2.48366641998291, 'learning_rate': 1.0440000000000002e-05, 'epoch': 1.44}
{'loss': 2.4086, 'grad_norm': 2.51186203956604, 'learning_rate': 1.0417777777777778e-05, 'epoch': 1.44}
{'loss': 2.4547, 'grad_norm': 3.3699276447296143, 'learning_rate': 1.0395555555555557e-05, 'epoch': 1.44}
{'loss': 2.3955, 'grad_norm': 2.7520878314971924, 'learning_rate': 1.0373333333333335e-05, 'epoch': 1.45}
{'loss': 2.473, 'grad_norm': 4.040648460388184, 'learning_rate': 1.0351111111111112e-05, 'epoch': 1.45}
{'loss': 2.3743, 'grad_norm': 2.4250454902648926, 'learning_rate': 1.032888888888889e-05, 'epoch': 1.45}
{'loss': 2.3934, 'grad_norm': 2.892426013946533, 'learning_rate': 1.0306666666666667e-05, 'epoch': 1.46}
{'loss': 2.3721, 'grad_norm': 3.010774612426758, 'learning_rate': 1.0284444444444445e-05, 'epoch': 1.46}
{'loss': 2.4917, 'grad_norm': 2.9105188846588135, 'learning_rate': 1.0262222222222223e-05, 'epoch': 1.46}
{'loss': 2.369, 'grad_norm': 4.02437686920166, 'learning_rate': 1.024e-05, 'epoch': 1.47}
{'loss': 2.404, 'grad_norm': 2.7288365364074707, 'learning_rate': 1.0217777777777778e-05, 'epoch': 1.47}
{'loss': 2.3563, 'grad_norm': 1.9831318855285645, 'learning_rate': 1.0195555555555557e-05, 'epoch': 1.47}
{'loss': 2.4245, 'grad_norm': 3.4713544845581055, 'learning_rate': 1.0173333333333335e-05, 'epoch': 1.48}
{'loss': 2.4625, 'grad_norm': 4.566296100616455, 'learning_rate': 1.0151111111111112e-05, 'epoch': 1.48}
{'loss': 2.4072, 'grad_norm': 3.7294089794158936, 'learning_rate': 1.012888888888889e-05, 'epoch': 1.48}
{'loss': 2.4361, 'grad_norm': 6.790914058685303, 'learning_rate': 1.0106666666666668e-05, 'epoch': 1.49}
{'loss': 2.4145, 'grad_norm': 2.175448417663574, 'learning_rate': 1.0084444444444445e-05, 'epoch': 1.49}
{'loss': 2.446, 'grad_norm': 2.687234401702881, 'learning_rate': 1.0062222222222223e-05, 'epoch': 1.49}
{'loss': 2.4415, 'grad_norm': 3.445136070251465, 'learning_rate': 1.0042222222222221e-05, 'epoch': 1.5}
{'loss': 2.4655, 'grad_norm': 4.24744176864624, 'learning_rate': 1.002e-05, 'epoch': 1.5}
{'loss': 2.4894, 'grad_norm': 1.9178955554962158, 'learning_rate': 9.997777777777778e-06, 'epoch': 1.5}
{'loss': 2.4208, 'grad_norm': 3.013009786605835, 'learning_rate': 9.975555555555556e-06, 'epoch': 1.51}
{'loss': 2.4058, 'grad_norm': 1.6420093774795532, 'learning_rate': 9.953333333333333e-06, 'epoch': 1.51}
{'loss': 2.4832, 'grad_norm': 4.281897068023682, 'learning_rate': 9.931111111111111e-06, 'epoch': 1.51}
{'loss': 2.4449, 'grad_norm': 2.303058385848999, 'learning_rate': 9.90888888888889e-06, 'epoch': 1.52}
{'loss': 2.4261, 'grad_norm': 2.3776118755340576, 'learning_rate': 9.886666666666668e-06, 'epoch': 1.52}
{'loss': 2.4661, 'grad_norm': 2.3980658054351807, 'learning_rate': 9.864444444444446e-06, 'epoch': 1.52}
